gesture_dir,label,num_frames,height,width
62742,14,37,100,132
74092,15,37,100,176
53168,12,35,100,176
26806,12,37,100,176
42235,14,36,100,176
101917,27,34,100,176
10866,3,34,100,132
86962,12,36,100,132
70627,11,36,100,176
81207,15,38,100,176
42416,14,33,100,132
7286,12,37,100,132
65210,11,37,100,176
26512,13,37,100,176
123325,24,36,100,176
15095,3,37,100,176
99870,27,37,100,176
71054,15,35,100,132
80507,15,37,100,176
49039,3,34,100,132
55518,24,33,100,132
51656,1,37,100,176
118267,24,37,100,132
18988,12,37,100,176
95966,13,34,100,176
17380,12,37,100,176
9878,13,33,100,176
37757,27,34,100,132
52863,11,38,100,176
48367,15,37,100,176
46291,24,34,100,132
114319,12,33,100,132
49918,24,34,100,132
33755,27,36,100,176
91059,11,36,100,132
49715,1,34,100,176
25118,15,34,100,132
87822,27,33,100,176
125277,12,36,100,176
82639,27,36,100,176
61088,15,36,100,176
142655,12,37,100,176
146941,13,38,100,176
65032,12,39,100,132
86719,15,37,100,176
82091,27,37,100,176
27009,27,37,100,176
111179,14,36,100,176
24989,27,37,100,176
111930,15,36,100,132
92499,15,36,100,132
52779,12,36,100,176
81147,13,37,100,176
139111,13,36,100,176
34824,24,37,100,176
83264,11,37,100,176
10948,14,36,100,176
144155,15,34,100,176
75832,1,37,100,176
46966,3,37,100,176
136153,15,37,100,176
125274,11,37,100,176
34384,11,38,100,132
40337,27,35,100,176
26157,27,37,100,132
28236,1,37,100,176
141857,14,32,100,176
108410,1,37,100,132
93331,24,37,100,176
22340,11,33,100,176
68454,3,37,100,132
6704,13,37,100,176
122881,1,38,100,176
1493,15,35,100,132
74195,11,38,100,176
88811,13,34,100,176
29847,3,33,100,132
11752,24,37,100,176
141536,11,35,100,132
100676,14,36,100,176
65991,11,36,100,176
46488,13,34,100,132
67586,15,36,100,176
55705,11,34,100,132
126019,27,37,100,176
123657,13,36,100,176
85670,14,38,100,176
89392,11,33,100,176
53065,14,37,100,132
117721,15,37,100,176
73347,24,37,100,176
70365,11,36,100,132
14261,12,37,100,176
35284,14,37,100,176
97668,27,37,100,176
16815,12,33,100,176
136321,13,37,100,176
69381,12,37,100,176
18170,13,37,100,176
107354,27,38,100,176
59129,1,37,100,176
48235,12,36,100,176
58016,11,37,100,176
46294,13,35,100,132
35167,1,39,100,176
97653,3,34,100,176
127665,14,36,100,176
126957,14,36,100,132
74538,11,38,100,176
64326,27,37,100,176
95551,12,33,100,132
28046,14,37,100,176
104551,27,37,100,176
12551,15,32,100,132
99877,24,37,100,176
45232,3,36,100,176
114013,13,35,100,176
80329,3,36,100,176
92025,15,37,100,176
71843,1,36,100,132
553,12,33,100,176
100298,14,35,100,132
107334,24,37,100,176
88839,24,33,100,132
59130,24,37,100,176
16040,13,37,100,176
72807,15,33,100,132
6955,15,36,100,176
113317,14,37,100,176
117198,24,36,100,176
123067,24,36,100,176
126838,3,32,100,176
136909,13,36,100,176
48206,27,36,100,176
48626,13,37,100,176
140089,3,37,100,176
1422,1,37,100,176
94472,15,37,100,176
132682,12,34,100,132
99064,27,36,100,176
21044,14,38,100,176
115971,12,34,100,132
69360,11,37,100,176
88408,12,39,100,176
144857,24,37,100,132
83355,1,37,100,176
143314,13,36,100,176
42437,27,37,100,176
139818,15,34,100,176
48074,12,37,100,176
87980,12,33,100,176
130684,27,37,100,176
132454,27,38,100,176
131123,12,36,100,176
4600,24,37,100,132
104576,14,32,100,176
64474,13,37,100,176
101886,15,38,100,176
84268,11,37,100,176
95690,3,37,100,176
34461,27,37,100,176
63514,15,36,100,176
93510,14,35,100,176
121231,14,37,100,176
73729,11,37,100,176
40583,15,36,100,176
76351,11,36,100,176
39815,12,37,100,176
141342,24,37,100,176
142,1,35,100,132
80285,24,36,100,176
12427,13,37,100,176
126167,13,33,100,176
14394,12,37,100,176
7920,11,37,100,176
81970,27,36,100,176
142287,3,37,100,176
125807,12,38,100,176
109218,12,32,100,176
57473,3,36,100,176
17950,14,36,100,176
120462,24,36,100,176
45723,1,34,100,176
124128,14,37,100,176
131553,27,35,100,132
96357,1,36,100,176
46929,27,36,100,176
40439,24,40,100,132
58035,12,37,100,132
35492,27,33,100,132
1479,15,38,100,176
41857,24,39,100,176
123354,11,37,100,176
133365,24,37,100,176
33654,14,33,100,132
101746,13,36,100,176
36014,11,37,100,132
71741,1,37,100,176
116837,14,37,100,176
93769,11,36,100,176
96827,15,35,100,176
123565,14,37,100,176
94570,11,36,100,176
43936,12,36,100,176
114890,15,35,100,132
416,14,38,100,176
86705,12,34,100,132
20455,1,37,100,176
91730,13,37,100,132
23951,15,36,100,132
54771,15,37,100,176
38654,27,36,100,176
48848,14,37,100,132
29720,3,34,100,132
4504,24,32,100,176
113843,1,36,100,176
30574,14,35,100,132
7314,3,36,100,176
61531,3,37,100,176
80418,13,34,100,132
42884,1,36,100,176
17580,14,35,100,176
134360,15,37,100,132
97088,14,37,100,176
92297,24,38,100,176
66506,11,33,100,132
103019,11,36,100,176
70349,27,37,100,176
33914,24,37,100,176
91735,24,34,100,132
115652,1,37,100,176
38303,13,37,100,176
112566,1,37,100,132
93401,11,37,100,132
92283,3,37,100,132
94840,24,36,100,176
142114,3,34,100,176
141872,1,37,100,176
80886,24,35,100,132
79944,27,37,100,132
53468,14,33,100,176
119597,14,36,100,176
5957,1,36,100,176
9110,13,37,100,176
134433,14,33,100,176
27571,13,36,100,142
105160,3,37,100,176
112143,24,37,100,176
134391,3,37,100,176
13214,14,35,100,132
18940,13,34,100,176
11768,12,37,100,132
139856,11,35,100,132
26621,11,36,100,132
65058,12,33,100,176
53661,11,37,100,176
141938,27,36,100,176
102443,1,37,100,176
95417,15,37,100,176
147908,3,36,100,176
77020,11,37,100,176
80784,1,37,100,176
113379,24,37,100,176
123969,13,32,100,132
114789,14,37,100,176
128604,14,38,100,176
12347,11,36,100,176
6246,14,38,100,176
77543,13,37,100,176
54268,24,37,100,176
40003,11,37,100,176
86685,1,38,100,176
9182,1,33,100,176
89293,24,36,100,176
5398,1,37,100,176
41506,1,37,100,176
58553,13,34,100,132
7361,24,37,100,176
67575,3,34,100,176
83223,11,37,100,176
43133,24,36,100,176
132491,11,37,100,132
34762,12,39,100,176
223,14,37,100,176
122833,13,37,100,176
34243,13,32,100,132
141075,1,37,100,176
132789,15,37,100,176
133808,13,37,100,176
110551,1,37,100,132
3400,27,38,100,176
144232,1,33,100,132
104988,3,37,100,176
40601,1,37,100,176
5720,14,38,100,176
69102,15,36,100,176
106731,12,33,100,132
132161,11,33,100,176
63292,15,37,100,176
146850,24,35,100,122
38732,11,35,100,132
90453,11,37,100,132
125156,27,35,100,176
14722,1,33,100,176
91708,14,36,100,132
80490,14,34,100,132
147479,1,37,100,176
38823,15,37,100,176
65243,12,34,100,142
10693,1,36,100,176
5158,24,36,100,176
108667,15,32,100,132
11159,3,38,100,132
71521,24,35,100,132
141966,14,38,100,176
108028,11,34,100,176
121027,14,37,100,176
141685,15,37,100,132
53470,1,35,100,132
88748,11,36,100,176
115614,24,34,100,176
62608,11,35,100,176
124393,1,37,100,132
6461,27,37,100,176
94461,14,36,100,176
55753,3,37,100,176
65325,14,36,100,176
31431,24,34,100,132
105443,24,38,100,176
40219,3,37,100,176
51612,12,37,100,176
123580,13,37,100,176
90144,13,36,100,176
133969,14,37,100,132
74570,3,36,100,176
64164,12,37,100,132
105333,11,37,100,176
25006,24,32,100,176
10984,14,37,100,176
135409,13,33,100,176
32267,3,37,100,176
85463,12,37,100,176
13450,15,34,100,132
134473,14,37,100,176
53388,12,33,100,176
67275,3,37,100,176
146880,11,37,100,132
50850,24,37,100,132
22738,1,37,100,176
126790,14,37,100,176
84711,27,36,100,176
49774,14,35,100,132
76995,11,37,100,176
81592,12,36,100,176
135457,12,37,100,132
147190,24,36,100,132
40376,27,32,100,176
17248,15,36,100,176
71547,15,36,100,176
145975,11,37,100,132
128279,11,39,100,176
29537,13,38,100,132
29175,3,37,100,176
28779,11,36,100,176
123068,13,37,100,176
15007,24,37,100,176
131236,13,37,100,176
109446,13,36,100,132
51266,15,37,100,176
116525,24,37,100,176
81893,15,37,100,176
108757,11,37,100,176
18690,3,37,100,132
52970,3,38,100,176
12611,27,32,100,176
38680,15,33,100,132
124166,1,35,100,132
99872,3,37,100,132
68418,15,34,100,132
47252,3,33,100,132
112965,13,37,100,132
22105,3,36,100,132
123541,13,36,100,132
16424,12,37,100,176
19381,11,33,100,132
24228,3,37,100,176
50160,15,37,100,176
76230,27,33,100,176
54259,3,37,100,176
14204,24,37,100,176
142783,12,37,100,176
44038,24,34,100,176
26504,12,37,100,176
30017,14,35,100,176
75896,27,36,100,176
43501,15,37,100,176
55285,27,37,100,176
114361,14,37,100,176
25648,11,38,100,176
33880,3,36,100,176
112526,27,37,100,132
15984,12,37,100,176
133860,12,37,100,176
79091,13,36,100,176
45802,14,38,100,176
99140,14,37,100,176
72810,3,33,100,176
27805,24,35,100,176
100720,3,34,100,132
78196,1,37,100,176
85916,12,36,100,132
47600,13,36,100,176
91114,11,32,100,132
49001,1,38,100,176
4346,3,37,100,176
29718,24,33,100,132
91133,11,36,100,176
61700,13,37,100,176
44386,11,36,100,132
48865,14,36,100,132
103448,27,37,100,176
25805,24,34,100,132
147104,27,37,100,176
22773,27,37,100,176
71079,15,37,100,176
7548,13,37,100,176
99897,12,35,100,176
84449,13,37,100,176
42723,27,37,100,176
110156,3,37,100,176
100964,24,35,100,176
74468,24,35,100,132
140423,3,37,100,132
118344,13,37,100,176
2599,14,37,100,176
50398,24,37,100,176
117868,11,36,100,176
126232,13,33,100,132
76780,1,36,100,176
72929,27,38,100,176
116257,14,36,100,176
91170,24,36,100,132
77758,1,35,100,176
41739,11,35,100,132
121453,12,37,100,132
23777,27,37,100,176
44495,12,37,100,176
60292,1,37,100,176
55196,27,37,100,176
83877,12,35,100,132
68298,11,34,100,132
18607,3,37,100,132
73705,12,37,100,176
82658,14,36,100,176
73819,1,37,100,176
81119,14,37,100,176
130164,12,38,100,176
146522,1,36,100,176
124050,24,38,100,176
63388,3,37,100,176
136811,24,37,100,176
71075,13,37,100,176
126135,13,36,100,176
15103,13,37,100,132
147797,12,36,100,176
85787,11,37,100,132
67723,14,34,100,132
26101,27,32,100,176
89107,15,39,100,176
64265,24,37,100,176
11069,15,33,100,132
52915,3,38,100,176
56300,11,37,100,176
28054,12,37,100,176
106737,27,34,100,176
45052,3,35,100,176
96594,1,37,100,176
139311,27,39,100,176
53687,15,34,100,176
115360,14,33,100,176
99481,3,35,100,132
26278,13,37,100,176
81542,3,37,100,132
117584,24,37,100,132
55176,15,37,100,176
110828,13,38,100,176
58082,1,36,100,176
50137,11,37,100,132
127937,15,37,100,176
1413,12,34,100,132
29730,11,36,100,176
93332,1,33,100,132
127349,14,39,100,132
12297,11,34,100,176
15820,1,37,100,176
94349,13,37,100,176
17242,24,36,100,176
123048,13,36,100,176
124328,24,32,100,100
141790,12,37,100,132
136040,3,37,100,176
145477,11,37,100,176
88115,13,37,100,132
138275,3,33,100,132
45797,3,37,100,176
52509,1,38,100,176
21298,13,37,100,176
61491,24,37,100,176
41663,3,37,100,176
32904,24,37,100,176
79452,14,37,100,132
7626,1,37,100,176
64515,27,37,100,176
95488,13,37,100,176
33491,27,36,100,176
144396,11,37,100,176
25503,12,37,100,176
75781,15,36,100,132
122548,1,37,100,176
58283,24,37,100,176
39873,27,32,100,176
126502,24,38,100,176
109158,27,36,100,176
135339,3,37,100,176
106065,13,35,100,132
56143,12,37,100,176
113119,1,36,100,176
107435,1,36,100,176
84979,15,37,100,176
79706,15,36,100,176
139060,3,36,100,176
82840,13,34,100,132
15229,13,35,100,176
74878,13,37,100,176
95672,1,37,100,176
118674,27,36,100,132
32489,11,37,100,176
82311,13,37,100,176
104935,3,36,100,176
141051,3,37,100,176
78608,13,32,100,132
14049,27,37,100,176
25054,27,37,100,132
110394,1,33,100,176
113007,3,34,100,176
7648,27,32,100,176
127927,13,38,100,176
21749,12,36,100,176
66550,14,37,100,176
15067,3,36,100,132
68025,3,34,100,176
54256,24,36,100,176
102260,1,37,100,176
62089,14,38,100,176
82112,1,32,100,176
108820,15,37,100,176
104072,13,37,100,176
110428,3,37,100,176
63123,14,37,100,132
10968,3,37,100,176
126300,27,35,100,132
29582,12,36,100,176
104728,13,34,100,132
6335,11,34,100,176
41275,11,34,100,132
91455,14,37,100,176
84600,24,37,100,176
122159,1,36,100,176
145389,11,36,100,176
34692,13,34,100,176
85,11,37,100,100
37869,13,36,100,100
146390,3,36,100,176
139660,24,35,100,176
50701,27,36,100,176
90447,1,37,100,176
61368,11,37,100,176
140200,12,37,100,176
82226,3,35,100,132
3458,12,37,100,132
85140,12,36,100,176
70487,3,37,100,176
77221,15,37,100,176
147693,1,37,100,176
111013,11,38,100,132
29647,13,37,100,132
64952,15,36,100,132
128586,27,37,100,132
87093,24,36,100,176
126078,24,39,100,176
7255,11,37,100,176
88041,1,35,100,132
31325,11,37,100,176
104120,1,38,100,176
71818,11,33,100,176
92094,27,38,100,176
8253,12,34,100,132
80480,1,35,100,132
48315,27,36,100,176
41356,12,39,100,132
95334,14,37,100,132
125145,11,37,100,176
121066,15,36,100,132
139958,27,34,100,132
101540,15,37,100,176
32831,14,37,100,176
70255,3,37,100,176
26750,24,33,100,176
128784,13,36,100,176
1975,3,34,100,132
103506,15,38,100,176
141997,13,36,100,176
33576,1,36,100,176
99850,24,33,100,176
126659,3,38,100,176
143748,1,37,100,132
122372,12,36,100,176
29297,3,37,100,176
110496,27,37,100,176
88463,14,37,100,176
130259,1,38,100,176
57336,27,36,100,176
117366,11,37,100,176
104908,12,36,100,100
81981,1,37,100,132
7863,12,34,100,132
22948,27,38,100,176
60192,3,37,100,132
50088,11,37,100,176
101526,3,37,100,176
81700,27,37,100,176
45981,3,35,100,176
4743,13,38,100,176
122841,1,37,100,176
87437,27,37,100,176
84510,3,37,100,176
76258,15,37,100,176
128035,27,36,100,132
102571,1,37,100,176
31987,1,32,100,132
94230,27,37,100,176
75888,24,37,100,176
47058,15,36,100,176
96338,11,37,100,176
141062,1,37,100,176
141994,12,36,100,176
75776,24,37,100,176
83154,11,37,100,176
30260,12,38,100,176
73062,12,37,100,176
119990,14,36,100,176
60165,15,37,100,176
50341,24,37,100,132
81576,15,37,100,176
137145,15,37,100,176
1300,12,33,100,132
127683,27,32,100,176
31879,13,38,100,132
2539,24,36,100,176
79028,15,35,100,176
86671,24,37,100,132
42808,24,37,100,176
123999,11,32,100,176
60188,1,37,100,176
96319,14,37,100,132
48444,11,36,100,176
121291,24,36,100,176
5099,1,34,100,132
17019,12,39,100,132
133990,13,36,100,176
131566,14,32,100,176
96549,13,37,100,176
145080,13,37,100,176
112707,12,33,100,132
136711,15,37,100,176
122160,11,36,100,176
119786,12,34,100,132
10258,15,36,100,176
36483,1,37,100,176
47741,12,36,100,176
11684,1,35,100,132
30948,12,38,100,176
62281,11,35,100,176
138404,11,34,100,176
94241,12,37,100,176
39825,14,32,100,132
109988,27,36,100,176
43027,14,36,100,132
122277,11,37,100,176
24163,15,36,100,176
45137,24,37,100,176
77043,13,37,100,176
115821,24,34,100,132
100870,11,32,100,176
116551,24,36,100,132
140126,14,37,100,176
93358,14,36,100,176
35795,13,38,100,176
108734,1,37,100,176
87896,24,36,100,176
33761,1,36,100,176
14827,27,37,100,176
142068,24,35,100,176
107603,12,39,100,132
101187,3,36,100,176
132230,24,36,100,132
21200,24,37,100,176
126583,13,36,100,176
54148,1,35,100,132
45262,1,37,100,176
122180,24,35,100,176
121486,12,32,100,176
65235,13,32,100,176
26085,24,37,100,176
116744,15,37,100,176
16704,3,37,100,132
145447,24,36,100,132
37734,14,37,100,176
57302,27,37,100,176
58473,24,36,100,132
110554,1,37,100,176
26662,12,33,100,132
86165,27,37,100,176
123131,12,37,100,132
66620,12,36,100,132
45815,11,40,100,176
142469,14,37,100,176
47127,1,37,100,132
23516,24,36,100,176
83364,13,37,100,176
81363,11,37,100,176
55881,11,37,100,176
44449,15,33,100,132
103260,24,36,100,176
3303,24,34,100,176
146449,24,36,100,176
15222,15,33,100,176
89986,14,34,100,132
35154,11,35,100,132
25163,14,37,100,176
122323,14,33,100,176
36476,13,37,100,132
70743,11,37,100,176
1920,15,33,100,176
27896,15,34,100,176
99055,27,37,100,176
11311,3,37,100,176
116283,13,33,100,132
141725,12,35,100,176
56477,15,34,100,132
131010,24,36,100,176
94773,27,36,100,176
137608,1,36,100,132
118759,14,37,100,132
136142,12,37,100,176
80253,3,34,100,176
34821,24,36,100,176
65593,13,33,100,132
30709,1,37,100,176
131016,24,38,100,132
21928,27,36,100,176
72494,1,37,100,176
107254,3,34,100,132
22514,13,34,100,132
140682,12,37,100,132
74283,12,37,100,176
109180,27,37,100,176
137739,24,37,100,176
76354,27,36,100,132
1138,14,37,100,176
39528,1,37,100,176
94424,12,37,100,176
81405,3,36,100,132
114561,11,38,100,176
71921,14,38,100,176
49155,12,36,100,176
97338,13,36,100,176
109684,24,37,100,176
29739,12,33,100,176
104409,12,36,100,176
54888,24,35,100,176
123568,24,37,100,176
64539,24,37,100,176
145802,15,37,100,132
28140,24,35,100,132
24877,13,37,100,176
25527,24,37,100,176
31556,1,36,100,176
104700,12,37,100,176
1656,24,36,100,132
110922,15,36,100,176
92547,24,35,100,142
19658,13,37,100,176
6999,15,37,100,176
86387,24,37,100,176
26457,1,37,100,176
125323,13,32,100,132
31754,11,34,100,132
133057,27,37,100,176
110678,27,37,100,176
99362,27,36,100,176
5905,3,37,100,176
31490,11,38,100,176
85770,13,37,100,176
93547,3,37,100,176
115958,27,35,100,176
138183,14,37,100,176
116785,15,35,100,176
8340,12,37,100,176
14305,1,35,100,176
53680,12,37,100,176
2000,24,37,100,176
111613,12,37,100,176
28080,12,36,100,176
118724,11,37,100,176
79394,27,36,100,176
85617,14,37,100,176
1955,14,35,100,132
88343,3,37,100,176
20532,27,32,100,176
93418,27,34,100,132
51817,11,37,100,176
84513,27,37,100,176
55414,1,37,100,176
18925,11,37,100,176
61825,13,37,100,132
95107,14,36,100,176
28540,13,37,100,132
119032,13,40,100,176
84633,14,37,100,176
66791,11,37,100,176
21427,12,34,100,132
12545,13,37,100,176
129614,27,37,100,176
90913,11,37,100,176
106136,15,38,100,176
123933,12,34,100,132
66800,14,36,100,176
113194,24,37,100,176
70754,3,37,100,176
26086,27,33,100,132
109949,15,34,100,132
135653,12,36,100,176
98410,1,37,100,176
120306,27,37,100,176
14698,3,37,100,176
125091,27,35,100,132
110339,3,37,100,132
6623,15,37,100,176
26201,13,37,100,176
86282,15,37,100,132
2121,1,37,100,176
133205,15,36,100,176
122433,27,37,100,132
105691,3,34,100,176
38286,1,34,100,176
131776,27,34,100,176
72104,24,36,100,176
66424,27,37,100,176
78526,15,33,100,176
467,11,36,100,132
100338,27,37,100,176
33765,11,36,100,176
108,14,35,100,100
110256,15,34,100,132
50475,13,37,100,176
85228,24,33,100,132
283,1,34,100,176
14157,11,37,100,176
122938,24,37,100,176
12609,3,37,100,176
84117,24,37,100,176
107479,15,38,100,176
137193,14,37,100,176
59255,14,34,100,176
110753,14,34,100,132
118018,3,36,100,176
125291,24,34,100,132
52162,12,33,100,176
71393,27,37,100,132
14091,15,37,100,176
13641,27,37,100,176
137990,1,37,100,176
46221,14,32,100,176
38037,3,36,100,132
100761,24,37,100,176
89771,1,38,100,176
91871,13,36,100,176
11005,11,36,100,176
138977,14,36,100,132
7774,1,36,100,176
95505,12,37,100,176
77113,24,37,100,176
66224,11,37,100,176
83559,3,36,100,176
138204,27,37,100,176
95876,11,32,100,132
65968,3,37,100,176
60562,24,37,100,176
93826,14,37,100,176
77797,27,36,100,176
86485,13,33,100,176
46015,11,36,100,132
134469,13,33,100,132
33981,15,33,100,176
111027,27,32,100,132
105305,27,37,100,176
19702,11,33,100,176
39413,12,37,100,176
140564,13,37,100,176
1280,24,35,100,132
86388,15,33,100,132
59326,11,37,100,132
51312,11,37,100,176
9406,27,37,100,176
32723,1,37,100,176
24306,3,32,100,132
136426,12,36,100,176
72704,24,36,100,176
40935,3,35,100,176
64566,11,36,100,176
107297,27,36,100,176
98784,12,34,100,132
12055,3,37,100,176
129738,24,33,100,176
81526,1,37,100,176
20746,11,38,100,132
132819,13,37,100,176
119794,3,37,100,176
139486,15,37,100,176
123049,1,37,100,176
85665,27,37,100,176
128037,3,37,100,176
88694,11,37,100,176
53792,24,34,100,132
45871,3,37,100,100
35778,12,34,100,176
105813,3,37,100,176
53848,27,37,100,176
54808,11,37,100,176
3325,3,33,100,132
105928,27,32,100,176
77865,11,35,100,176
90975,13,37,100,176
128902,3,37,100,176
105240,14,37,100,176
136651,15,32,100,176
108431,1,38,100,176
4829,3,36,100,176
98240,12,37,100,176
120046,11,36,100,176
49947,27,35,100,132
107215,13,35,100,176
31757,13,37,100,176
68167,13,37,100,132
129621,11,35,100,176
41697,14,37,100,176
112819,24,36,100,176
125521,11,36,100,176
32706,14,34,100,132
39345,15,37,100,176
56526,1,37,100,132
77764,14,34,100,132
143595,1,37,100,176
128098,12,37,100,176
56836,3,38,100,176
126595,11,37,100,176
38540,24,37,100,176
39945,13,36,100,176
13268,14,34,100,132
4079,15,33,100,176
128516,14,37,100,176
90608,27,33,100,176
116032,11,36,100,132
43475,13,34,100,176
138290,27,35,100,132
77350,15,36,100,176
94580,15,37,100,132
56106,14,37,100,176
57180,13,37,100,176
22875,12,37,100,176
25956,15,33,100,176
89291,27,36,100,176
46707,1,37,100,176
21965,1,36,100,176
145200,14,37,100,176
71458,13,37,100,132
118200,24,36,100,176
116225,14,34,100,132
38739,12,36,100,132
37806,27,37,100,176
126797,14,33,100,132
27363,1,38,100,176
3103,1,32,100,176
129690,15,37,100,176
27877,11,36,100,176
96347,15,37,100,176
17255,1,35,100,176
90390,15,37,100,176
105329,14,33,100,132
11022,11,37,100,176
36922,27,38,100,176
140166,1,37,100,176
129024,1,36,100,132
115027,14,37,100,176
43665,13,37,100,176
38254,24,33,100,176
101941,15,37,100,176
24053,14,36,100,176
19452,15,36,100,176
8338,12,34,100,176
80776,3,37,100,176
25073,24,37,100,176
77302,12,34,100,132
23054,27,38,100,176
121594,3,37,100,176
146730,11,37,100,176
118762,27,37,100,176
13289,1,36,100,100
100190,14,38,100,176
131823,13,36,100,176
63558,3,37,100,176
21392,11,33,100,176
138523,1,37,100,176
101591,11,37,100,132
16101,3,34,100,176
76757,15,36,100,132
133954,14,37,100,176
48094,12,37,100,176
128732,27,36,100,176
117174,14,38,100,176
40946,24,37,100,132
91451,3,33,100,176
84782,1,37,100,176
91045,27,37,100,176
59511,13,36,100,176
100096,24,37,100,176
32433,13,36,100,176
27841,3,37,100,176
83015,15,34,100,176
72253,24,32,100,176
119369,3,35,100,132
98825,15,37,100,176
57145,11,33,100,176
70806,11,36,100,176
89703,12,35,100,132
81260,13,33,100,132
71890,24,36,100,132
111292,15,34,100,132
27775,27,33,100,132
82375,1,37,100,176
140301,11,37,100,132
61890,14,37,100,176
108954,11,36,100,132
27058,12,37,100,176
102802,15,35,100,176
15796,13,35,100,132
76301,15,37,100,176
27025,24,36,100,142
84362,12,36,100,176
112721,24,35,100,132
21047,27,32,100,132
145304,13,37,100,176
25575,12,37,100,132
119913,11,36,100,132
116099,27,33,100,132
43839,1,35,100,132
62079,14,36,100,176
112391,13,36,100,176
58034,27,38,100,176
118020,3,37,100,176
132348,14,38,100,176
7904,14,33,100,176
136617,3,36,100,176
44193,14,37,100,176
25285,27,36,100,132
93961,1,37,100,176
126122,11,36,100,176
71807,12,37,100,176
79309,3,37,100,176
134455,13,37,100,176
48437,24,37,100,132
120286,24,34,100,132
131130,13,37,100,132
119773,24,33,100,132
106335,14,34,100,132
93265,14,34,100,132
142483,12,37,100,176
128548,12,37,100,176
147990,13,37,100,176
126901,27,36,100,132
142918,13,37,100,176
18522,24,37,100,176
30902,14,32,100,176
1034,1,37,100,176
18212,11,38,100,176
87394,3,36,100,132
10980,27,37,100,176
35250,15,32,100,132
133357,24,37,100,132
23253,27,36,100,176
23185,1,37,100,176
127273,13,32,100,176
42588,13,36,100,132
117423,27,34,100,176
123437,11,37,100,132
58487,1,33,100,132
51961,24,37,100,176
13078,14,37,100,176
41175,15,34,100,176
8703,11,38,100,176
43632,15,37,100,132
119666,1,37,100,176
3323,3,36,100,176
141881,24,38,100,176
44104,12,37,100,176
15451,24,37,100,132
127889,1,37,100,176
143157,11,33,100,132
112372,1,37,100,176
58442,3,33,100,176
39665,24,32,100,132
61109,13,37,100,132
86202,3,36,100,176
81590,12,38,100,176
62641,11,34,100,176
3152,27,36,100,132
124229,27,37,100,176
49672,1,37,100,132
27329,3,37,100,176
125386,15,36,100,132
5971,24,37,100,176
118355,13,36,100,132
95078,13,37,100,176
70226,3,37,100,176
118808,3,37,100,176
139170,15,36,100,176
105173,11,36,100,176
22389,1,37,100,176
123946,14,38,100,176
140269,27,37,100,176
4874,12,36,100,176
24504,11,36,100,176
68425,13,36,100,176
68851,13,37,100,176
107113,13,37,100,176
143568,24,37,100,176
39504,12,36,100,132
132654,3,36,100,176
48747,27,37,100,176
76009,15,37,100,176
13287,14,36,100,176
53083,27,37,100,132
49204,15,37,100,176
122477,14,37,100,132
116896,14,32,100,132
66383,3,37,100,132
6329,13,38,100,132
98010,12,37,100,176
6084,24,36,100,176
118494,1,37,100,176
65434,12,32,100,176
24005,24,32,100,176
98111,3,36,100,176
92398,14,36,100,132
57028,27,37,100,176
12830,12,36,100,176
117144,27,35,100,132
13704,1,37,100,176
120537,11,37,100,176
105455,24,37,100,176
119149,3,38,100,176
120661,11,37,100,176
1456,27,36,100,176
108699,14,36,100,176
84442,1,37,100,176
113735,24,35,100,176
100681,3,36,100,176
121913,13,37,100,176
127892,14,35,100,132
68793,13,34,100,132
98238,15,37,100,176
97842,14,37,100,176
118437,15,36,100,176
46208,15,37,100,100
77709,12,35,100,176
11731,13,36,100,176
112738,14,35,100,132
125293,27,37,100,176
114126,15,38,100,176
22240,27,37,100,176
112877,3,36,100,176
62068,15,35,100,176
68059,14,37,100,176
9591,1,37,100,176
140985,11,37,100,132
95667,12,33,100,176
62766,15,36,100,132
94122,27,36,100,132
147326,13,37,100,176
60094,14,36,100,132
70489,24,36,100,132
62994,12,36,100,176
70619,24,37,100,132
8590,13,36,100,176
125500,3,36,100,176
133166,14,37,100,176
58441,3,37,100,176
79576,12,37,100,176
46613,14,36,100,176
83093,27,36,100,176
123102,1,36,100,176
110413,24,36,100,176
133665,24,34,100,132
56552,13,34,100,176
98137,14,36,100,176
139206,27,37,100,176
145731,14,37,100,176
72927,27,36,100,176
28108,1,36,100,176
42315,13,37,100,132
80608,11,37,100,132
146318,24,33,100,176
101630,12,37,100,176
126434,27,37,100,176
49388,14,36,100,176
84583,15,33,100,176
11499,11,36,100,176
36840,12,37,100,176
32057,11,33,100,176
2893,11,37,100,176
138542,12,33,100,176
6478,15,36,100,176
40226,1,34,100,176
131358,13,33,100,176
70991,12,37,100,176
56760,14,37,100,176
35494,15,36,100,176
99258,15,34,100,176
76262,1,37,100,176
92246,11,37,100,176
47766,1,37,100,176
120361,1,36,100,176
78458,3,33,100,176
130268,3,37,100,176
41983,14,36,100,132
123192,12,37,100,176
58105,15,37,100,176
44894,3,36,100,132
109985,3,36,100,176
49382,11,37,100,176
74162,27,35,100,176
29616,11,37,100,176
25283,12,33,100,176
36603,27,37,100,132
120725,14,37,100,132
65044,1,34,100,176
145813,13,35,100,132
106198,27,38,100,132
60489,12,36,100,176
57784,14,37,100,176
63939,12,37,100,176
67423,12,37,100,176
137674,27,32,100,132
47198,3,37,100,176
98982,1,33,100,132
66794,11,35,100,176
3852,13,37,100,176
35870,1,35,100,132
12784,14,38,100,176
128792,11,37,100,176
